period_years,iter,interval_start,interval_end,FEA,FEB,VRFI0,A0,B0,Qturb_total_Hm3,Rebalse_total_Hm3,Qdis_prom_Hm3_mes,Satisf_prom_pct,Def_modelo_Hm3,Def_FE_Hm3,Def_total_Hm3,VRFI_fin_Hm3,A_fin_Hm3,B_fin_Hm3,TOTAL_fin_Hm3
5,2,1994/1995,1998/1999,0.7,0.7,175.0,260.0,105.0,4187.038336,2355.2440438300005,61.08730559999999,56.857323053019115,1389.9442523300002,1380.7450905000003,2770.6893428300004,0.0,0.0,0.0,0.0
5,3,1999/2000,2003/2004,0.7,0.7,175.0,260.0,105.0,5202.330012649997,2640.11824118,79.05625920000003,79.52885487384098,659.5267730299997,1380.7450905000003,2040.27186353,22.668444550000014,0.0,38.87709480000001,61.54553935000003
5,4,2004/2005,2008/2009,0.7,0.7,175.0,260.0,105.0,4410.427585049998,2216.0082699900004,66.090672,68.11289261216469,1027.3192294399998,1380.7450905000003,2408.06431994,34.39711494999999,0.0,41.11562000000001,75.51273495
5,5,2009/2010,2013/2014,0.7,0.7,175.0,260.0,105.0,2118.468272000001,525.5932412,26.6219712,49.44147418539851,1628.8635136999999,1380.7450905000003,3009.6086042,0.0,0.0,0.0,0.0
5,6,2014/2015,2018/2019,0.7,0.7,175.0,260.0,105.0,2874.1153594500006,856.2996376295001,40.2899904,62.6312686131909,1203.9228226795003,1380.7450905000003,2584.667913179501,22.668444550000043,0.0,41.115620000000014,63.78406455000005
5,1,1989/1990,1993/1994,0.8,0.8,0.0,0.0,0.0,4295.062514399998,2140.79262136,73.09655999999998,58.508352877608935,1527.7170149600006,920.4967269999995,2448.2137419600003,26.149405599999906,0.0,45.08167999999999,71.2310855999999
5,2,1994/1995,1998/1999,0.8,0.8,0.0,0.0,0.0,3647.3633360000013,1742.7382184800003,61.08730559999999,51.72818820680068,1777.3617904800014,920.4967269999995,2697.858517480001,0.0,0.0,0.0,0.0
5,3,1999/2000,2003/2004,0.8,0.8,0.0,0.0,0.0,4693.552871999998,2007.1171353599998,79.05625920000003,72.96157764176392,995.5511713600001,920.4967269999995,1916.0478983599996,1.1853651999999721,0.0,29.137314799999984,30.322679999999956
5,4,2004/2005,2008/2009,0.8,0.8,0.0,0.0,0.0,3912.765674800001,1756.1288416000002,66.090672,58.57263719526517,1525.350074800001,920.4967269999995,2445.8468018000003,1.1853651999999935,0.0,31.989279999999994,33.174645199999986
5,5,2009/2010,2013/2014,0.8,0.8,0.0,0.0,0.0,1578.4682719999994,3.5382203199999793,26.6219712,42.773917752344175,2107.0568563200004,920.4967269999995,3027.55358332,0.0,0.0,0.0,0.0
5,6,2014/2015,2018/2019,0.8,0.8,0.0,0.0,0.0,2366.2351440000007,276.42317718799995,40.2899904,56.757723996013766,1592.174941188001,920.4967269999995,2512.6716681880007,0.0,0.0,31.989279999999994,31.989279999999994
5,1,1989/1990,1993/1994,0.8,0.8,43.8,65.0,26.3,4430.162514399999,2140.79262136,73.09655999999998,62.177567445060625,1392.6170149600007,920.4967269999995,2313.11374196,26.149405599999906,0.0,45.08167999999999,71.2310855999999
5,2,1994/1995,1998/1999,0.8,0.8,43.8,65.0,26.3,3782.463336000001,1877.8382184800007,61.08730559999999,51.72818820680068,1777.361790480001,920.4967269999995,2697.8585174800005,0.0,0.0,0.0,0.0
5,3,1999/2000,2003/2004,0.8,0.8,43.8,65.0,26.3,4828.652871999999,2054.2531864799994,79.05625920000003,75.3506124503581,907.5872224800002,920.4967269999995,1828.0839494799998,1.1853651999999721,0.0,29.137314799999984,30.322679999999956
5,4,2004/2005,2008/2009,0.8,0.8,43.8,65.0,26.3,4047.8656748000008,1767.2113118400002,66.090672,61.94086019167352,1401.332545040001,920.4967269999995,2321.8292720400004,1.1853651999999935,0.0,31.989279999999994,33.174645199999986
5,5,2009/2010,2013/2014,0.8,0.8,43.8,65.0,26.3,1713.5682719999993,114.89338879999988,26.6219712,43.41880954890132,2083.3120248,920.4967269999995,3003.8087517999993,0.0,0.0,0.0,0.0
5,6,2014/2015,2018/2019,0.8,0.8,43.8,65.0,26.3,2501.3351440000006,383.9279372679998,40.2899904,57.50718999384346,1564.5797012680005,920.4967269999995,2485.076428268,0.0,0.0,31.989279999999994,31.989279999999994
5,1,1989/1990,1993/1994,0.8,0.8,87.5,130.0,52.5,4565.0625144,2140.79262136,73.09655999999998,65.84135016267153,1257.7170149600006,920.4967269999995,2178.2137419600003,26.149405599999906,0.0,45.08167999999999,71.2310855999999
5,2,1994/1995,1998/1999,0.8,0.8,87.5,130.0,52.5,3917.3633360000013,2012.7382184800008,61.08730559999999,51.72818820680069,1777.361790480001,920.4967269999995,2697.8585174800005,0.0,0.0,0.0,0.0
5,3,1999/2000,2003/2004,0.8,0.8,87.5,130.0,52.5,4963.552871999998,2189.1531864799995,79.05625920000003,75.3506124503581,907.58722248,920.4967269999995,1828.0839494799995,1.1853651999999721,0.0,29.137314799999984,30.322679999999956
5,4,2004/2005,2008/2009,0.8,0.8,87.5,130.0,52.5,4182.765674799999,1819.8433236,66.090672,64.17519698579012,1319.064556800001,920.4967269999995,2239.5612838000006,1.1853651999999935,0.0,31.989279999999994,33.174645199999986
5,5,2009/2010,2013/2014,0.8,0.8,87.5,130.0,52.5,1848.4682719999994,249.79338879999992,26.6219712,43.41880954890132,2083.3120248000005,920.4967269999995,3003.8087518,0.0,0.0,0.0,0.0
5,6,2014/2015,2018/2019,0.8,0.8,87.5,130.0,52.5,2636.2351440000007,518.827937268,40.2899904,57.50718999384344,1564.5797012680007,920.4967269999995,2485.076428268,0.0,0.0,31.989279999999994,31.989279999999994
5,1,1989/1990,1993/1994,0.8,0.8,131.3,195.0,78.8,4700.162514399999,2165.15506096,73.09655999999998,68.84889916181099,1146.9794545600005,920.4967269999995,2067.47618156,26.149405599999906,0.0,45.08167999999999,71.2310855999999
5,2,1994/1995,1998/1999,0.8,0.8,131.3,195.0,78.8,4052.463336000001,2147.8382184800003,61.08730559999999,51.72818820680068,1777.3617904800014,920.4967269999995,2697.858517480001,0.0,0.0,0.0,0.0
5,3,1999/2000,2003/2004,0.8,0.8,131.3,195.0,78.8,5098.652871999998,2324.25318648,79.05625920000003,75.35061245035808,907.5872224800002,920.4967269999995,1828.0839494799998,1.1853651999999721,0.0,29.137314799999984,30.322679999999956
5,4,2004/2005,2008/2009,0.8,0.8,131.3,195.0,78.8,4317.865674799998,1954.9433236,66.090672,64.17519698579011,1319.064556800001,920.4967269999995,2239.5612838000006,1.1853651999999935,0.0,31.989279999999994,33.174645199999986
5,5,2009/2010,2013/2014,0.8,0.8,131.3,195.0,78.8,1983.5682719999993,384.89338879999997,26.6219712,43.41880954890132,2083.3120248000005,920.4967269999995,3003.8087518,0.0,0.0,0.0,0.0
5,6,2014/2015,2018/2019,0.8,0.8,131.3,195.0,78.8,2771.3351440000006,653.9279372679999,40.2899904,57.50718999384344,1564.5797012680002,920.4967269999995,2485.0764282679997,0.0,0.0,31.989279999999994,31.989279999999994
5,1,1989/1990,1993/1994,0.8,0.8,175.0,260.0,105.0,4835.062514399999,2300.0550609599995,73.09655999999998,68.84889916181099,1146.9794545600005,920.4967269999995,2067.47618156,26.149405599999906,0.0,45.08167999999999,71.2310855999999
5,2,1994/1995,1998/1999,0.8,0.8,175.0,260.0,105.0,4187.363335999999,2282.7382184800003,61.08730559999999,51.72818820680068,1777.361790480001,920.4967269999995,2697.8585174800005,0.0,0.0,0.0,0.0
5,3,1999/2000,2003/2004,0.8,0.8,175.0,260.0,105.0,5233.5528719999975,2459.1531864799995,79.05625920000003,75.35061245035807,907.58722248,920.4967269999995,1828.0839494799995,1.1853651999999721,0.0,29.137314799999984,30.322679999999956
5,4,2004/2005,2008/2009,0.8,0.8,175.0,260.0,105.0,4452.765674799999,2089.8433236,66.090672,64.17519698579012,1319.064556800001,920.4967269999995,2239.5612838000006,1.1853651999999935,0.0,31.989279999999994,33.174645199999986
5,5,2009/2010,2013/2014,0.8,0.8,175.0,260.0,105.0,2118.468272,519.7933887999999,26.6219712,43.41880954890132,2083.3120248,920.4967269999995,3003.8087517999993,0.0,0.0,0.0,0.0
5,6,2014/2015,2018/2019,0.8,0.8,175.0,260.0,105.0,2906.235144000001,788.827937268,40.2899904,57.50718999384344,1564.5797012680005,920.4967269999995,2485.076428268,0.0,0.0,31.989279999999994,31.989279999999994
5,1,1989/1990,1993/1994,0.9,0.9,0.0,0.0,0.0,4329.02671,2062.72505881,73.09655999999998,54.712045614186465,1875.9336203100002,460.24836349999975,2336.18198381,0.0,0.0,37.59189000000001,37.59189000000001
5,2,1994/1995,1998/1999,0.9,0.9,0.0,0.0,0.0,3649.638336000001,1715.0592488800003,61.08730559999999,46.70374713939037,2207.65618438,460.24836349999975,2667.90454788,0.0,0.0,0.0,0.0
5,3,1999/2000,2003/2004,0.9,0.9,0.0,0.0,0.0,4704.803017200001,1873.8297776999998,79.05625920000003,68.34409573444724,1311.262032,460.24836349999975,1771.5103955,0.0,0.0,19.397534800000003,19.397534800000003
5,4,2004/2005,2008/2009,0.9,0.9,0.0,0.0,0.0,3923.402380000001,1687.7562462400003,66.090672,53.971973758758054,1906.58913774,460.24836349999975,2366.8375012399997,0.0,0.0,22.86294000000001,22.86294000000001
5,5,2009/2010,2013/2014,0.9,0.9,0.0,0.0,0.0,1578.7932720000003,2.9247803199999822,26.6219712,38.043915625037435,2566.36677982,460.24836349999975,3026.61514332,0.0,0.0,0.0,0.0
5,6,2014/2015,2018/2019,0.9,0.9,0.0,0.0,0.0,2385.951373040001,258.75259272,40.2899904,51.353886027572074,2015.03649118,460.24836349999975,2475.2848546799996,0.0,0.0,12.598050960000037,12.598050960000037
5,1,1989/1990,1993/1994,0.9,0.9,43.8,65.0,26.3,4464.126709999999,2062.72505881,73.09655999999998,57.97356967414352,1740.8336203100002,460.24836349999975,2201.08198381,0.0,0.0,37.59189000000001,37.59189000000001
5,2,1994/1995,1998/1999,0.9,0.9,43.8,65.0,26.3,3784.7383360000013,1850.1592488800006,61.08730559999999,46.70374713939038,2207.6561843799996,460.24836349999975,2667.9045478799994,0.0,0.0,0.0,0.0
5,3,1999/2000,2003/2004,0.9,0.9,43.8,65.0,26.3,4839.9030172,1913.5345180999998,79.05625920000003,70.6470856263144,1215.8667724000002,460.24836349999975,1676.1151359,0.0,0.0,19.397534800000003,19.397534800000003
5,4,2004/2005,2008/2009,0.9,0.9,43.8,65.0,26.3,4058.5023799999994,1689.0989364800002,66.090672,57.20108318864235,1772.83182798,460.24836349999975,2233.08019148,0.0,0.0,22.86294000000001,22.86294000000001
5,5,2009/2010,2013/2014,0.9,0.9,43.8,65.0,26.3,1713.8932720000003,109.09353639999989,26.6219712,38.74236083695133,2537.4355358999996,460.24836349999975,2997.6838993999995,0.0,0.0,0.0,0.0
5,6,2014/2015,2018/2019,0.9,0.9,43.8,65.0,26.3,2521.0513730400003,366.2573528,40.2899904,52.02007802564288,1987.4412512599997,460.24836349999975,2447.6896147599996,0.0,0.0,12.598050960000023,12.598050960000023
5,1,1989/1990,1993/1994,0.9,0.9,87.5,130.0,52.5,4599.02671,2062.72505881,73.09655999999998,61.23026542313099,1605.9336203100004,460.24836349999975,2066.18198381,0.0,0.0,37.59189000000001,37.59189000000001
5,2,1994/1995,1998/1999,0.9,0.9,87.5,130.0,52.5,3919.638336000001,1985.0592488800003,61.08730559999999,46.70374713939038,2207.6561843799996,460.24836349999975,2667.9045478799994,0.0,0.0,0.0,0.0
5,3,1999/2000,2003/2004,0.9,0.9,87.5,130.0,52.5,4974.8030172,2048.4345181,79.05625920000003,70.6470856263144,1215.8667724000002,460.24836349999975,1676.1151359,0.0,0.0,19.397534800000003,19.397534800000003
5,4,2004/2005,2008/2009,0.9,0.9,87.5,130.0,52.5,4193.402380000001,1735.9651810400003,66.090672,59.3263549240675,1684.7980725399998,460.24836349999975,2145.0464360399997,0.0,0.0,22.86294000000001,22.86294000000001
5,5,2009/2010,2013/2014,0.9,0.9,87.5,130.0,52.5,1848.7932720000001,243.99353639999993,26.6219712,38.74236083695133,2537.4355358999996,460.24836349999975,2997.6838993999995,0.0,0.0,0.0,0.0
5,6,2014/2015,2018/2019,0.9,0.9,87.5,130.0,52.5,2655.9513730400004,501.15735279999996,40.2899904,52.02007802564289,1987.4412512599997,460.24836349999975,2447.6896147599996,0.0,0.0,12.598050960000009,12.598050960000009
5,1,1989/1990,1993/1994,0.9,0.9,131.3,195.0,78.8,4734.12671,2086.47405841,73.09655999999998,63.91845170666087,1494.5826199100002,460.24836349999975,1954.83098341,0.0,0.0,37.59189000000001,37.59189000000001
5,2,1994/1995,1998/1999,0.9,0.9,131.3,195.0,78.8,4054.738336000001,2120.159248880001,61.08730559999999,46.70374713939037,2207.6561843799996,460.24836349999975,2667.9045478799994,0.0,0.0,0.0,0.0
5,3,1999/2000,2003/2004,0.9,0.9,131.3,195.0,78.8,5109.903017199999,2183.5345181,79.05625920000003,70.6470856263144,1215.8667724000002,460.24836349999975,1676.1151359,0.0,0.0,19.397534800000003,19.397534800000003
5,4,2004/2005,2008/2009,0.9,0.9,131.3,195.0,78.8,4328.502380000002,1871.0651810400002,66.090672,59.3263549240675,1684.7980725399998,460.24836349999975,2145.0464360399997,0.0,0.0,22.86294000000001,22.86294000000001
5,5,2009/2010,2013/2014,0.9,0.9,131.3,195.0,78.8,1983.8932719999998,379.0935364,26.6219712,38.74236083695133,2537.4355358999996,460.24836349999975,2997.6838993999995,0.0,0.0,0.0,0.0
5,6,2014/2015,2018/2019,0.9,0.9,131.3,195.0,78.8,2791.0513730400007,636.2573528,40.2899904,52.0200780256429,1987.4412512599997,460.24836349999975,2447.6896147599996,0.0,0.0,12.598050960000037,12.598050960000037
5,1,1989/1990,1993/1994,0.9,0.9,175.0,260.0,105.0,4869.026709999999,2221.37405841,73.09655999999998,63.91845170666088,1494.58261991,460.24836349999975,1954.8309834099996,0.0,0.0,37.59189000000001,37.59189000000001
5,2,1994/1995,1998/1999,0.9,0.9,175.0,260.0,105.0,4189.638336,2255.0592488800003,61.08730559999999,46.70374713939037,2207.65618438,460.24836349999975,2667.90454788,0.0,0.0,0.0,0.0
5,3,1999/2000,2003/2004,0.9,0.9,175.0,260.0,105.0,5244.803017199998,2318.4345180999994,79.05625920000003,70.6470856263144,1215.8667724000002,460.24836349999975,1676.1151359,0.0,0.0,19.397534800000003,19.397534800000003
5,4,2004/2005,2008/2009,0.9,0.9,175.0,260.0,105.0,4463.402380000002,2005.9651810400005,66.090672,59.3263549240675,1684.79807254,460.24836349999975,2145.0464360399997,0.0,0.0,22.86294000000001,22.86294000000001
5,5,2009/2010,2013/2014,0.9,0.9,175.0,260.0,105.0,2118.793272,513.9935363999999,26.6219712,38.74236083695133,2537.4355358999996,460.24836349999975,2997.6838993999995,0.0,0.0,0.0,0.0
5,6,2014/2015,2018/2019,0.9,0.9,175.0,260.0,105.0,2925.9513730400004,771.1573528000001,40.2899904,52.02007802564289,1987.44125126,460.24836349999975,2447.6896147599996,0.0,0.0,12.598050960000009,12.598050960000009
5,1,1989/1990,1993/1994,1.0,1.0,0.0,0.0,0.0,4337.4026932,1981.77996352,73.09655999999998,51.18155579666716,2246.8609053200007,0.0,2246.8609053200007,0.0,0.0,29.2159068,29.2159068
5,2,1994/1995,1998/1999,1.0,1.0,0.0,0.0,0.0,3649.9633359999993,1690.4466640800006,61.08730559999999,42.57520128955333,2642.9669630800004,0.0,2642.9669630800004,0.0,0.0,0.0,0.0
5,3,1999/2000,2003/2004,1.0,1.0,0.0,0.0,0.0,4714.867797200001,1753.3715739609997,79.05625920000003,64.3456111547695,1640.9874117609997,0.0,1640.9874117609997,0.0,0.0,9.657754799999992,9.657754799999992
5,4,2004/2005,2008/2009,1.0,1.0,0.0,0.0,0.0,3932.853720000001,1666.0917614400003,66.090672,49.25084233482561,2335.721676440001,0.0,2335.721676440001,0.0,0.0,13.736599999999996,13.736599999999996
5,5,2009/2010,2013/2014,1.0,1.0,0.0,0.0,0.0,1578.7932720000001,2.311340319999985,26.6219712,34.25285251839902,3026.00170332,0.0,3026.00170332,0.0,0.0,0.0,0.0
5,6,2014/2015,2018/2019,1.0,1.0,0.0,0.0,0.0,2398.874424000001,242.88796032,40.2899904,46.843978917917454,2446.49717132,0.0,2446.49717132,0.0,0.0,0.0,0.0
5,1,1989/1990,1993/1994,1.0,1.0,43.8,65.0,26.3,4472.502693199999,1981.7799635199997,73.09655999999998,54.11692745062851,2111.7609053200013,0.0,2111.7609053200013,0.0,0.0,29.2159068,29.2159068
5,2,1994/1995,1998/1999,1.0,1.0,43.8,65.0,26.3,3785.0633359999997,1825.5466640800005,61.08730559999999,42.57520128955333,2642.9669630800004,0.0,2642.9669630800004,0.0,0.0,0.0,0.0
5,3,1999/2000,2003/2004,1.0,1.0,43.8,65.0,26.3,4849.967797200001,1782.2242608409997,79.05625920000003,66.6540889581892,1534.7400986409996,0.0,1534.7400986409996,0.0,0.0,9.657754799999992,9.657754799999992
5,4,2004/2005,2008/2009,1.0,1.0,43.8,65.0,26.3,4067.953720000001,1666.0917614400003,66.090672,52.18621398878696,2200.6216764400006,0.0,2200.6216764400006,0.0,0.0,13.736599999999996,13.736599999999996
5,5,2009/2010,2013/2014,1.0,1.0,43.8,65.0,26.3,1713.8932719999998,103.2936839999999,26.6219712,34.994140462598295,2991.8840469999996,0.0,2991.8840469999996,0.0,0.0,0.0,0.0
5,6,2014/2015,2018/2019,1.0,1.0,43.8,65.0,26.3,2533.9744240000005,350.71772039999996,40.2899904,47.43649031138816,2419.2269314000005,0.0,2419.2269314000005,0.0,0.0,0.0,0.0
5,1,1989/1990,1993/1994,1.0,1.0,87.5,130.0,52.5,4607.4026932,1981.77996352,73.09655999999998,57.047953624717245,1976.86090532,0.0,1976.86090532,0.0,0.0,29.2159068,29.2159068
5,2,1994/1995,1998/1999,1.0,1.0,87.5,130.0,52.5,3919.9633360000003,1960.4466640800006,61.08730559999999,42.57520128955333,2642.9669630800004,0.0,2642.9669630800004,0.0,0.0,0.0,0.0
5,3,1999/2000,2003/2004,1.0,1.0,87.5,130.0,52.5,4984.8677972000005,1913.3751219609996,79.05625920000003,66.73554799590289,1530.9909597609994,0.0,1530.9909597609994,0.0,0.0,9.657754799999992,9.657754799999992
5,4,2004/2005,2008/2009,1.0,1.0,87.5,130.0,52.5,4202.853719999999,1704.56091624,66.090672,54.281405473373304,2104.1908312400005,0.0,2104.1908312400005,0.0,0.0,13.736599999999996,13.736599999999996
5,5,2009/2010,2013/2014,1.0,1.0,87.5,130.0,52.5,1848.793272,238.19368399999993,26.6219712,34.9941404625983,2991.8840469999996,0.0,2991.8840469999996,0.0,0.0,0.0,0.0
5,6,2014/2015,2018/2019,1.0,1.0,87.5,130.0,52.5,2668.8744239999996,485.6177204,40.2899904,47.43649031138814,2419.2269313999996,0.0,2419.2269313999996,0.0,0.0,0.0,0.0
5,1,1989/1990,1993/1994,1.0,1.0,131.3,195.0,78.8,4742.5026932,2004.9155231199998,73.09655999999998,59.48064973575947,1864.89646492,0.0,1864.89646492,0.0,0.0,29.2159068,29.2159068
5,2,1994/1995,1998/1999,1.0,1.0,131.3,195.0,78.8,4055.0633359999997,2095.5466640800005,61.08730559999999,42.57520128955333,2642.9669630800004,0.0,2642.9669630800004,0.0,0.0,0.0,0.0
5,3,1999/2000,2003/2004,1.0,1.0,131.3,195.0,78.8,5119.967797200001,2048.475121961,79.05625920000003,66.73554799590289,1530.9909597609994,0.0,1530.9909597609994,0.0,0.0,9.657754799999992,9.657754799999992
5,4,2004/2005,2008/2009,1.0,1.0,131.3,195.0,78.8,4337.9537199999995,1839.6609162400002,66.090672,54.281405473373304,2104.1908312400005,0.0,2104.1908312400005,0.0,0.0,13.736599999999996,13.736599999999996
5,5,2009/2010,2013/2014,1.0,1.0,131.3,195.0,78.8,1983.8932719999998,373.293684,26.6219712,34.994140462598295,2991.884047,0.0,2991.884047,0.0,0.0,0.0,0.0
5,6,2014/2015,2018/2019,1.0,1.0,131.3,195.0,78.8,2803.9744240000005,620.7177204,40.2899904,47.43649031138815,2419.2269314,0.0,2419.2269314,0.0,0.0,0.0,0.0
5,1,1989/1990,1993/1994,1.0,1.0,175.0,260.0,105.0,4877.402693199999,2139.8155231199994,73.09655999999998,59.48064973575947,1864.89646492,0.0,1864.89646492,0.0,0.0,29.2159068,29.2159068
5,2,1994/1995,1998/1999,1.0,1.0,175.0,260.0,105.0,4189.963335999999,2230.4466640800006,61.08730559999999,42.57520128955333,2642.9669630800004,0.0,2642.9669630800004,0.0,0.0,0.0,0.0
5,3,1999/2000,2003/2004,1.0,1.0,175.0,260.0,105.0,5254.8677972000005,2183.375121961,79.05625920000003,66.73554799590289,1530.9909597609994,0.0,1530.9909597609994,0.0,0.0,9.657754799999992,9.657754799999992
5,4,2004/2005,2008/2009,1.0,1.0,175.0,260.0,105.0,4472.853719999999,1974.5609162400003,66.090672,54.281405473373304,2104.1908312400005,0.0,2104.1908312400005,0.0,0.0,13.736599999999996,13.736599999999996
5,5,2009/2010,2013/2014,1.0,1.0,175.0,260.0,105.0,2118.7932720000003,508.1936839999999,26.6219712,34.9941404625983,2991.884047,0.0,2991.884047,0.0,0.0,0.0,0.0
5,6,2014/2015,2018/2019,1.0,1.0,175.0,260.0,105.0,2938.874424,755.6177203999999,40.2899904,47.43649031138815,2419.2269314,0.0,2419.2269314,0.0,0.0,0.0,0.0
